OBJECTID,STOPNAME,SHAPE,STOPID,STOPABBR,BENCH,SHELTER,ROUTES,COUNTY,LON,LAT
3181,CORPORATE BLVD @ PENCADER DR,"(39.61699800000008, -75.75647099999998)",3327,COPW,0,0,46,,-75756471,39616998
3182,CONCORD MALL & OP SEARS,"(39.82120700000007, -75.54553599999997)",289,COSE,0,0,61,,-75545536,39821207
3183,CLAYMONT ST & VANDEVER AVE,"(39.74547200000006, -75.53086299999995)",1336,COVA,0,0,9,,-75530863,39745472
3184,COLLEGE RD & JASON ST,"(39.181516000000045, -75.54671499999995)",2877,COWA,0,0,112,,-75546715,39181516
3185,CONCORD PK & M&T BANK/ NAAMANS RD,"(39.82840700000003, -75.54415799999998)",869,COWI,0,0,"2, 61",,-75544158,39828407
3186,COLLEGE RD OP JASON ST,"(39.18170500000008, -75.54665999999997)",2878,COWT,0,0,112,,-75546660,39181705
3187,CENTERVILLE RD @ 2710,"(39.75436700000006, -75.62467699999996)",3919,CPLX,0,0,4,,-75624677,39754367
3188,GEORGETOWN COLLEGE PARK SC CARMEAN WAY AT BEEBE HEALTH CTR,"(38.69916900000004, -75.40523999999994)",3870,CPPC,0,0,901,,-75405240,38699169
3189,CHRISTIANA RETAIL CTR OP PIER 1,"(39.67439400000006, -75.65015599999998)",3244,CRCN,0,0,"34, 40, 54, 55",,-75650156,39674394
3190,CHRISTIANA RETAIL CTR  @ PIER 1,"(39.67477700000006, -75.65019999999998)",3243,CRCS,0,0,"34, 40, 54, 55",,-75650200,39674777
3191,CREEKWOOD DR @ E. COMMONS BLVD,"(39.696705000000065, -75.59726899999998)",3508,CRWD,1,1,15,,-75597269,39696705
3192,CLAYMONT ST & 15TH ST,"(39.74442000000005, -75.53167799999994)",1391,CS15,0,0,9,,-75531678,39744420
3193,CENTRAL AVE OP BOYS & GIRLS CLUB,"(38.56084400000003, -75.57161199999996)",3351,CSBG,0,0,212,,-75571612,38560844
3194,CLAYTON ST @ BEECH ST,"(39.740436000000045, -75.57263499999993)",3713,CSBS,0,0,7,,-75572635,39740436
3195,CONCORD PK & OP CLEVELAND AVE,"(39.799878000000035, -75.54804099999996)",882,CSCO,0,0,"2, 35",,-75548041,39799878
3196,CENTERVILLE RD & FAULKLAND RD,"(39.745731000000035, -75.62402399999996)",2483,CSFA,0,0,"4, 18",,-75624024,39745731
3197,CENTER ST @ PARK BROWN RD HERIT MAN,"(38.92795700000005, -75.58171399999998)",3764,CSHM,0,0,117,,-75581714,38927957
3198,CONCORD PK & OP INDEPNDNCE ML,"(39.780279000000064, -75.54551599999996)",890,CSIN,1,1,"2, 35",,-75545516,39780279
3199,CENTERVILLE RD & LORI DR,"(39.74034700000004, -75.62336699999997)",2486,CSLO,0,0,"4, 18",,-75623367,39740347
3200,CONCORD PK & MT LEBANON RD,"(39.806471000000045, -75.54930899999994)",879,CSMT,0,1,"2, 35",,-75549309,39806471
3201,CONCORD PK & MURPHY RD,"(39.78426300000007, -75.54600499999998)",262,CSMU,1,1,"2, 35",,-75546005,39784263
3202,CONCORD PK & NAAMANS RD,"(39.82814500000006, -75.54463999999996)",874,CSNA,0,0,"2, 61",,-75544640,39828145
3203,CENTERVILLE RD & NEWELL RD,"(39.743689000000074, -75.62387699999994)",2484,CSNE,0,0,"4, 18",,-75623877,39743689
3204,CONCORD PK & OP NICHOLS AVE,"(39.797907000000066, -75.54776399999997)",883,CSNI,0,0,"2, 35",,-75547764,39797907
3205,CENTER ST @ PARK BROWN RD OPHERI MN,"(38.928094000000044, -75.58157899999998)",3763,CSOH,0,0,117,,-75581579,38928094
3206,CONCORD PK & OP PROSPECT AVE,"(39.80474000000004, -75.54882999999995)",880,CSPR,0,0,"2, 35",,-75548830,39804740
3207,CONCORD PK & RIGHTER PKWY,"(39.81270000000006, -75.55009799999993)",877,CSRI,0,0,2,,-75550098,39812700
3208,CONCORD PK & ROLLINS BLDG,"(39.791652000000056, -75.54692299999994)",886,CSRO,0,1,"2, 35",,-75546923,39791652
3209,CENTERVILLE RD & OP RHODE ILS AVE,"(39.74237000000005, -75.62368199999997)",2485,CSSC,0,0,"4, 18",,-75623682,39742370
3210,CONCORD PK & SHARPLEY RD,"(39.793705000000045, -75.54719499999999)",885,CSSH,0,0,"2, 35",,-75547195,39793705
3211,CONCORD PK & SILVERSIDE RD,"(39.80831000000006, -75.55006599999996)",70,CSSI,0,0,"2, 35",,-75550066,39808310
3212,CENTERVILLE RD @ ENT ST CATHERINE OF SIENA SCHOOL,"(39.750373000000025, -75.62437599999998)",3828,CSTC,0,0,4,,-75624376,39750373
3213,CENTERVILL RD & OP TRENTON PL,"(39.73868200000004, -75.62302999999997)",2487,CSTR,0,0,"4, 18",,-75623030,39738682
3214,CLARK ST @ THOMAS ST,"(38.92329900000004, -75.57268299999998)",3762,CSTS,0,0,117,,-75572683,38923299
3215,CONCORD PK & WHITBY RD,"(39.80196700000005, -75.54833399999995)",881,CSWH,1,1,"2, 35",,-75548334,39801967
3216,CONCORD PK & OP WOODROW AVE,"(39.79632600000008, -75.54754099999997)",884,CSWO,0,0,"2, 35",,-75547541,39796326
3217,CONCORD PK & ZENECA BLDG,"(39.78877700000004, -75.54656699999998)",887,CSZE,0,0,"2, 35",,-75546567,39788777
3218,CHRISTIANA TOWN CTR BOSCOVS,"(39.668315000000064, -75.66482799999994)",3317,CTCE,0,0,"10, 34",,-75664828,39668315
3219,CHRISTIANA TOWN CTR OP BOSCOVS,"(39.66819700000008, -75.66477499999996)",3318,CTCW,0,0,"10, 34",,-75664775,39668197
3220,CENTERVILLE RD @ TURNSTONE DR,"(39.75047600000005, -75.62422399999997)",3829,CTDR,0,0,4,,-75624224,39750476
3221,CENTRAL AVE & MARKET ST LAUREL SENIOR CTR,"(38.557210000000055, -75.57131099999998)",2981,CTMA,0,0,212,,-75571311,38557210
3222,CENTRAL AVE & MARKET ST,"(38.55709000000007, -75.57138699999996)",2988,CTMK,0,0,212,,-75571387,38557090
3223,CENTRAL AVE & 8TH ST LAUREL MS,"(38.552361000000076, -75.57009799999997)",2986,CTN8,0,0,212,,-75570098,38552361
3224,CENTRAL AVE & 4TH ST BEFORE LAUREL PUBLIC LIBRARY,"(38.555986000000075, -75.57100799999995)",2982,CTS4,0,0,212,,-75571008,38555986
3225,CENTERVILLE RD @ TURNSTONE DR,"(39.75318900000008, -75.62470799999994)",3920,CTSD,0,0,4,,-75624708,39753189
3226,CHESTNUT HILL RD & DEL RT 72 OP PNR,"(39.661894000000075, -75.73492199999998)",2363,CW72,0,0,33,,-75734922,39661894
3227,COMMERCE WAY AT ENTERPRISE PL,"(39.15350600000005, -75.54729299999997)",3638,CW97,0,0,102,,-75547293,39153506
3228,CHESTNUT HILL RD & OP ARGYLE RD,"(39.66094900000007, -75.74005099999994)",2365,CWAR,0,0,33,,-75740051,39660949
3229,CHESTNUT HILL RD & AUGUSTA DR,"(39.674477000000024, -75.70456599999994)",2353,CWAU,0,0,33,,-75704566,39674477
3230,CHRISTIANA RD & BROWNLEAF RD,"(39.67721300000005, -75.68607599999996)",2343,CWBR,0,0,34,,-75686076,39677213
3231,CHESTNUT HILL RD & CHEROKEE DR,"(39.67240600000008, -75.70801799999998)",2355,CWCH,0,0,33,,-75708018,39672406
3232,CHESTNUT HILL RD & CHES CROSS E,"(39.66507500000006, -75.72074899999996)",2352,CWCR,0,0,33,,-75720749,39665075
3233,CHRISTIANA RD & HARMONY RD,"(39.67562400000003, -75.68061499999999)",273,CWHA,0,0,34,,-75680615,39675624
3234,CARR RD & OP HILLSIDE AVE,"(39.78574800000007, -75.48681999999997)",822,CWHI,0,0,31,,-75486820,39785748
3235,CONSTITUTION BLV & INDEPENDENCE BLV,"(39.67727700000006, -75.57170699999995)",1756,CWIN,0,0,15,,-75571707,39677277
3236,CHESTNUT HILL RD & KINGSTON RD,"(39.662168000000065, -75.73064799999997)",2362,CWKI,0,0,"33, 55",,-75730648,39662168
3237,CHAPMAN RD & OP LAWRENCE RD,"(39.667950000000076, -75.67482899999999)",2190,CWLA,0,0,"10, 34",,-75674829,39667950
3238,CHESTNUT HILL RD & MARROWS RD,"(39.66263500000008, -75.72720299999997)",2361,CWMA,1,0,"33, 55",,-75727203,39662635
3239,CONSTITUTION BLVD & MOORES LN,"(39.67961600000007, -75.56694499999998)",1754,CWMO,0,0,15,,-75566945,39679616
3240,CHESTNUT HILL RD & OLD NEWARK RD,"(39.669182000000035, -75.71269399999994)",2357,CWOL,0,0,33,,-75712694,39669182
3241,CHESTNUT HILL RD & OP PENCADER S CR,"(39.661624000000074, -75.73748699999999)",2364,CWPN,0,0,33,,-75737487,39661624
3242,COMMERCE WAY @ PEOPLES PLACE,"(39.15354600000006, -75.54982999999999)",3514,CWPP,0,0,102,,-75549830,39153546
3243,CHAPMAN RD & REGAL BLVD,"(39.66637000000003, -75.69041099999998)",2413,CWRE,0,0,34,,-75690411,39666370
3244,CHAPMAN RD & RESIDENCE INN EN,"(39.66684500000008, -75.68137099999996)",2412,CWRI,0,0,34,,-75681371,39666845
3245,CHAPMAN RD & SANDLEWOOD APTS,"(39.666892000000075, -75.69477599999993)",2414,CWSA,1,1,34,,-75694776,39666892
3246,CHESTNUT HILL RD & OP TODD LN,"(39.67334400000004, -75.70662499999997)",2354,CWTO,0,0,33,,-75706625,39673344
3247,CHAPMAN RD & OP WAKEFIELD DR,"(39.66746200000006, -75.67740299999997)",2411,CWWA,0,0,34,,-75677403,39667462
3248,DUPONT HWY & BACON AVE,"(39.68994600000008, -75.58212899999995)",2117,D0BC,1,1,"13, 25, 47",,-75582129,39689946
3249,DELAWARE AVE & BROOM ST,"(39.75537900000006, -75.55943299999996)",1394,D0BR,0,0,"10, 28",,-75559433,39755379
3250,DUPONT HWY & HARRISON AVE,"(39.685470000000066, -75.58617199999998)",2120,D0HA,0,0,"13, 25, 47",,-75586172,39685470
3251,DUPONT HWY & HEALTH & SOC SVC,"(39.700031000000024, -75.57306999999997)",1892,D0HE,0,0,"13, 14, 25",,-75573070,39700031
3252,DUPONT HWY & ROOSEVELT AVE,"(39.68698100000006, -75.58478799999995)",2119,D0RO,0,0,"13, 25",,-75584788,39686981
3253,DELAWARE AVE & ACADEMY ST,"(39.68203300000005, -75.74906899999996)",1188,D1AC,0,0,"16, 33, 46",,-75749069,39682033
3254,DELAWARE AVE & BANCROFT PKWY,"(39.762155000000064, -75.56715999999994)",1466,D1BA,0,0,10,,-75567160,39762155
3255,DELAWARE AVE & BROOM ST,"(39.75541500000003, -75.55973099999994)",1473,D1BR,0,0,"10, 28",,-75559731,39755415
3256,DUPONT HWY & OP GRTR WILM AIR,"(39.675816000000054, -75.59428099999997)",2174,D1GE,0,0,"13, 25",,-75594281,39675816
3257,DELAWARE AVE & LINCOLN ST,"(39.759839000000056, -75.56459399999994)",1469,D1LI,0,0,10,,-75564594,39759839
3258,DUPONT HWY & PENN MART SHOP CTR,"(39.678014000000076, -75.59223199999997)",2175,D1PE,1,1,"13, 25",,-75592232,39678014
3259,DELAWARE AVE-NEW & S COLLEGE AVE,"(39.68173900000005, -75.75191199999995)",2434,D1SC,0,0,"16, 33, 46",,-75751912,39681739
3260,DUPONT HWY & WILDEL AVE,"(39.70723200000003, -75.56598499999996)",1896,D1WI,0,0,"13, 14, 25, 47",,-75565985,39707232
3261,DELAWARE AVE & WOODLAWN AVE,"(39.763086000000044, -75.56826899999999)",1465,D1WO,0,0,10,,-75568269,39763086
3262,DEL RT 4 & GLENBERNE DR,"(39.71593000000007, -75.63061199999999)",1036,D40G,0,0,5,,-75630612,39715930
3263,DEL RT 4 & WESTMONT DR,"(39.71391600000004, -75.61746599999998)",1062,D41E,0,0,5,,-75617466,39713916
3264,DEL RT 4 & GRANT AVE,"(39.71357800000004, -75.61485599999997)",1063,D41G,0,0,5,,-75614856,39713578
3265,DEL RT 4 & OLD CHURCHMANS RD,"(39.69564400000007, -75.66278699999998)",1043,D4CH,0,0,"5, 62",,-75662787,39695644
3266,DEL RT 4 & DELAWARE PARK,"(39.69373600000006, -75.66847199999995)",3880,D4DP,0,0,"5, 62",,-75668472,39693736
3267,DEL RT 4 & KENTUCKY AVE,"(39.71446000000003, -75.62131899999997)",1061,D4EK,0,0,5,,-75621319,39714460
3268,DEL RT 4 & OP ROTHWELL DR,"(39.71585900000008, -75.63352299999997)",1058,D4ER,1,1,5,,-75633523,39715859
3269,DEL RT 4 & TOLLIVER DR,"(39.71576200000004, -75.63682699999998)",1056,D4ET,0,0,5,,-75636827,39715762
3270,DEL RT 4 & GLENMORE E DR,"(39.71523700000006, -75.62698999999998)",1059,D4GL,0,1,5,,-75626990,39715237
3271,DEL RT 4 & HERSHEY RUN DR,"(39.71516500000007, -75.62484199999994)",1034,D4HE,0,0,5,,-75624842,39715165
3272,DEL RT 4 & OP W REDMONT RD,"(39.71582600000005, -75.63555099999996)",1057,D4IR,0,0,5,,-75635551,39715826
3273,DEL RT 4 & MC ARTHUR DR,"(39.71500700000007, -75.62531699999994)",1060,D4MC,0,0,5,,-75625317,39715007
3274,DEL RT 4 0P TWIN C LN,"(39.69681700000007, -75.65415199999995)",3431,D4TE,0,0,"5, 62",,-75654152,39696817
3275,DEL RT 4 @ TWIN C LN,"(39.697126000000026, -75.65420399999994)",3432,D4TW,0,0,"5, 62",,-75654204,39697126
3276,DEL RT 4 & GLENMORE DR E,"(39.715411000000074, -75.62662099999994)",1035,D4WE,0,0,5,,-75626621,39715411
3277,DEL RT 4 & GREGG AVE,"(39.713756000000046, -75.61502699999994)",1031,D4WG,0,0,5,,-75615027,39713756
3278,DEL RT 4 & OP KENTUCKY AVE,"(39.714729000000034, -75.62202399999995)",1033,D4WK,0,0,5,,-75622024,39714729
3279,DEL RT 4 OP OLD CHURCHMANS RD,"(39.69598800000006, -75.66286099999996)",3549,D4WM,0,0,"5, 62",,-75662861,39695988
3280,DEL RT 4 & PETRO DR,"(39.715967000000035, -75.63794399999995)",1039,D4WP,0,0,5,,-75637944,39715967
3281,DEL RT 4 & ROTHWELL DR,"(39.716121000000044, -75.63306199999994)",1037,D4WR,0,0,5,,-75633062,39716121
3282,DEL RT 4 & STATE ST,"(39.714057000000025, -75.61700299999995)",1032,D4WS,0,0,5,,-75617003,39714057
3283,DEL RT 4 & W REDMONT DR,"(39.71599900000007, -75.63595099999998)",1038,D4WW,0,0,5,,-75635951,39715999
3284,5TH ST @ JEFFERSON,"(39.574771000000055, -75.59718599999997)",3795,D5JS,0,0,25,,-75597186,39574771
3285,5TH ST OP MADISON ST,"(39.57490800000005, -75.59761399999996)",3794,D5MS,0,0,25,,-75597614,39574908
3286,DEL RT 5 & WILLOW ST,"(38.78365700000006, -75.31391699999995)",2959,D5SW,1,0,303,,-75313917,38783657
3287,DEL RT 7 & OLD BALTIMORE PK,"(39.66502800000006, -75.65900099999999)",2187,D7BA,0,0,"10, 40, 54",,-75659001,39665028
3288,DEL RT 7 & CHRISTIANA MEADW,"(39.65283100000005, -75.65530599999994)",2564,D7CH,0,0,"40, 54",,-75655306,39652831
3289,DEL RT 7 & DELDOT NORTH,"(39.65541100000007, -75.65491899999995)",2548,D7DE,0,0,"40, 54",,-75654919,39655411
3290,DEL RT 7 & FREEDOM DR,"(39.64238000000006, -75.65788899999995)",2550,D7FD,0,1,40,,-75657889,39642380
3291,DEL RT 7 & OP FREEDOM RD,"(39.64303400000006, -75.65739799999994)",2562,D7FR,1,1,40,,-75657398,39643034
3292,DEL RT 7 & AAA BLVD,"(39.693211000000076, -75.65262899999993)",1052,D7NA,1,1,5,,-75652629,39693211
3293,DEL RT 7 & OP NEWTOWN DR,"(39.64543100000003, -75.65687999999994)",3779,D7NR,1,1,40,,-75656880,39645431
3294,DEL RT7 & OP TELEGRAPH RD,"(39.710897000000045, -75.65043999999995)",98,D7NT,0,1,5,,-75650440,39710897
3295,DEL RT 7 AT NEWTOWN DR,"(39.64642100000003, -75.65702199999998)",3941,D7NW,0,0,40,,-75657022,39646421
3296,DEL RT 7 & OLD BALTIMORE PIKE,"(39.664892000000066, -75.65892499999995)",2198,D7OB,0,0,"10, 40, 54",,-75658925,39664892
3297,DEL RT 7 & DEL RT273 P-N-R,"(39.66161000000005, -75.65456599999999)",233,D7PA,1,1,"10, 40, 54",,-75654566,39661610
3298,DEL RT 7 & RIVERS END DR,"(39.650667000000055, -75.65600799999999)",2549,D7RI,0,0,"40, 54",,-75656008,39650667
3299,DEL RT 7 & OP RIVERS END DR,"(39.65030500000006, -75.65589599999998)",2563,D7RV,1,1,"40, 54",,-75655896,39650305
3300,DEL RT 7 & DEL RT 4,"(39.69635800000003, -75.65197399999994)",1044,D7S4,0,0,5,,-75651974,39696358
3301,DEL RT 7 & OP AAA BLVD,"(39.69330700000006, -75.65303599999999)",1046,D7SA,0,0,5,,-75653036,39693307
3302,DEL RT 7 @ SCHOOL BELL RD,"(39.65726700000005, -75.65441999999996)",3323,D7SB,0,0,"40, 54",,-75654420,39657267
3303,DEL RT 7 &  E SONGSMITH DR,"(39.63449200000008, -75.65918599999998)",2561,D7SO,1,1,40,,-75659186,39634492
3304,DEL RT 7 & SONGSMITH DR,"(39.63549500000005, -75.65938399999999)",2551,D7SS,1,1,40,,-75659384,39635495
3305,DEL RT 7 & TELEGRAPH RD,"(39.71133800000007, -75.65040399999998)",94,D7ST,0,0,5,,-75650404,39711338
3306,DEL RT 7 &  TOY R US,"(39.68641100000008, -75.65533099999999)",1050,D7TR,0,0,"5, 15, 33, 54",,-75655331,39686411
3307,DOVER AIR FORCE BASE SHOPPETTE,"(39.11883800000004, -75.48147099999994)",3944,DABS,1,1,106,,-75481471,39118838
3308,DOVER AIR BASE VISITOR CTR,"(39.122749000000056, -75.47799799999996)",3791,DABV,0,0,106,,-75477998,39122749
3309,DUPONT HWY & NCC AIRPORT-SITE,"(39.67500000000007, -75.59766299999995)",2124,DAIR,1,0,"13, 25",,-75597663,39675000
3310,REHOBOTH P-N-R & COUNTRY CLUB RD,"(38.71200300000004, -75.10726999999997)",392,DDPR,1,1,"201, 203, 207, 208, 305",,-75107270,38712003
3311,DENNYS RD & OP COMCAST CABLEUS RT13,"(39.201073000000065, -75.56103899999994)",2849,DE13,0,0,112,,-75561039,39201073
3312,DELAWARE AVE & ADAMS ST,"(39.75053200000008, -75.55457599999994)",465,DEAD,0,0,"6, 10, 16, 20, 28, 45, 52, 301",,-75554576,39750532
3313,DUNCAN RD & BRANDYWINE BLVD,"(39.77051700000004, -75.49483599999996)",54,DEBR,0,0,31,,-75494836,39770517
3314,DELAWARE AVE-NEW & CHAPEL ST,"(39.68221700000004, -75.74585399999995)",1189,DECH,1,0,"16, 33, 46",,-75745854,39682217
3315,DELAWARE AVE & CLAYTON ST,"(39.75720000000007, -75.56172699999996)",138,DECL,0,0,"10, 28",,-75561727,39757200
3316,DEL TECH CC TERRY BLDG & ON SITE,"(39.19890200000003, -75.56035599999996)",388,DEDT,1,1,112,,-75560356,39198902
3317,DELAWARE AVE & DUPONT ST,"(39.758091000000036, -75.56267499999996)",1471,DEDU,1,1,10,,-75562675,39758091
3318,DELAWARE AVE & FRANKLIN ST,"(39.75428500000004, -75.55837699999995)",1474,DEFR,0,0,"10, 28",,-75558377,39754285
3319,DELAWARE AVE & GREENHILL AVE,"(39.76452800000004, -75.57177099999996)",1463,DEGR,0,0,10,,-75571771,39764528
3320,DELAWARE AVE & HARRISON ST,"(39.75350100000003, -75.55757099999994)",265,DEHA,1,1,"10, 28",,-75557571,39753501
3321,DELAWARE AVE & JEFFERSON ST,"(39.74869200000006, -75.55248499999993)",1271,DEJE,0,0,"6, 10, 20, 28, 52",,-75552485,39748692
3322,DARLEY RD & LENAPE WAY,"(39.80505000000005, -75.45472999999998)",751,DELW,0,0,"13, 61",,-75454730,39805050
3323,DARLEY RD & NAAMANS DR-BRKVW,"(39.80964000000006, -75.45863699999995)",748,DENA,0,0,"13, 61",,-75458637,39809640
3324,DELAWARE AVE-NEW & NEWARK HS PEDX,"(39.68131500000004, -75.73791399999999)",341,DENE,0,0,"6, 34, 53, 55",,-75737914,39681315
3325,DELAWARE PARK & ON SITE,"(39.70420500000006, -75.67142399999994)",97,DEPA,1,1,5,,-75671424,39704205
3326,DARLEY RD & PEACHTREE RD,"(39.81276900000006, -75.46610799999996)",746,DEPE,0,0,"13, 61",,-75466108,39812769
3327,DUNCAN RD & PHILADELPHIA PK,"(39.77185700000007, -75.49730499999998)",830,DEPH,1,0,31,,-75497305,39771857
3328,DELAWARE PARK & ON SITE,"(39.707921000000056, -75.66227499999997)",95,DEPK,0,0,5,,-75662275,39707921
3329,DELAWARE AVE & RIVERVIEW RD,"(39.76381600000008, -75.57005999999996)",1464,DERI,0,0,10,,-75570060,39763816
3330,DARLEY RD & RUBY DR,"(39.811447000000044, -75.46247599999998)",747,DERU,0,0,"13, 61",,-75462476,39811447
3331,US RT13 @ N COLLEGE RD/DEL STATE,"(39.18799000000007, -75.54009799999994)",385,DESU,0,0,"106, 109, 112, 301",,-75540098,39187990
3332,DELAWARE AVE-NEW & TYRE AVE,"(39.68099200000006, -75.74114999999995)",1190,DETY,0,0,"6, 34, 53, 55",,-75741150,39680992
3333,DELAWARE AVE & UNION ST,"(39.760587000000044, -75.56544999999994)",1468,DEUN,0,0,10,,-75565450,39760587
3334,DELAWARE AVE AT TATNALL ST,"(39.74662500000005, -75.55010199999998)",3861,DEWT,0,0,"2, 6, 10, 28, 35, 52",,-75550102,39746625
3335,DOVER AIR FORCE BASE HOUSING,"(39.11965100000003, -75.48011799999995)",3943,DFBH,0,0,106,,-75480118,39119651
3336,DUPONT HWY @ PINE VALLEY APTS,"(39.64457200000004, -75.62463799999995)",3644,DHPV,0,0,25,,-75624638,39644572
3337,DEPT HEALTH & SOCIAL SVCS,"(39.70015100000006, -75.57503199999996)",195,DHSS,1,1,14,,-75575032,39700151
3338,DOVER TRANSIT CENTER,"(39.15263200000004, -75.52955199999997)",3777,DHUB,1,1,"101, 102, 104, 105, 107, 108, 109, 112, 119, 301, 302, 303",,-75529552,39152632
3339,DIVISION ST & BAYARD AV,"(39.16281200000003, -75.51729899999998)",623,DIBA,0,0,108,,-75517299,39162812
3340,DIVISION ST & OP BAYARD AVE,"(39.162900000000036, -75.51736099999994)",2822,DIBY,0,0,108,,-75517361,39162900
3341,DIVISION ST & EDGEHILL SHOP CTR,"(39.16370400000005, -75.51417199999997)",377,DIED,0,0,108,,-75514172,39163704
3342,DIVISION ST & EDGEHILL GIFT,"(39.16530300000005, -75.51051999999999)",2813,DIEG,0,0,108,,-75510520,39165303
3343,DIVISION ST & CVS,"(39.16398900000007, -75.51380099999994)",2812,DIEH,0,0,108,,-75513801,39163989
3344,DIVISION ST OP GREENHILL AVE,"(39.16435300000006, -75.51272899999998)",3284,DIGR,0,0,108,,-75512729,39164353
3345,DIVISION ST OP KENT AV,"(39.16277300000007, -75.52061799999996)",622,DIKE,0,0,"108, 119",,-75520618,39162773
3346,DIVISION ST & KIRKWOOD ST,"(39.16037200000005, -75.53185299999996)",2698,DIKI,0,0,"102, 302",,-75531853,39160372
3347,DIVISION ST & KENT AVE,"(39.16287100000005, -75.52073199999995)",2823,DIKT,0,0,"108, 119",,-75520732,39162871
3348,DIVISION ST OP KIRKWOOD ST,"(39.16033100000004, -75.53148899999997)",3436,DIKW,0,0,101,,-75531489,39160331
3349,DIVISION ST OP RIDGLY ST,"(39.15937300000007, -75.53563099999997)",3511,DIRE,0,0,101,,-75535631,39159373
3350,DIVISION ST & RIDGLEY ST,"(39.15953100000007, -75.53560399999998)",2699,DIRI,0,0,"102, 302",,-75535604,39159531
3351,DIVISION ST & UPLAND ST,"(39.16543800000005, -75.51052899999996)",2821,DIUP,0,0,108,,-75510529,39165438
3352,DIVISION ST & BOOKER T. WASH E.S.,"(39.159122000000025, -75.53939099999997)",2700,DIWE,0,0,"102, 302",,-75539391,39159122
3353,DELAWARE AVE & US RT 13,"(38.93272500000006, -75.56668499999995)",3006,DL13,0,0,117,,-75566685,38932725
3354,DANNER CAMPUS @ DELDOT ADMIN EMPENT,"(39.147951000000035, -75.50395099999997)",365,DLDT,1,1,107,,-75503951,39147951
3355,DELAWARE AVE & LINCOLN ST,"(39.75958500000007, -75.56416499999995)",3814,DLIN,0,0,10,,-75564165,39759585
3356,WOODLAWN AVE AT STATE LINE RD BEHIND RITE AID DELMAR,"(38.45535600000005, -75.55989699999998)",3831,DLMR,0,0,212,,-75559897,38455356
3357,DELAWARE AVE & CLARK ST,"(38.923898000000065, -75.57702099999995)",495,DLNC,0,0,117,,-75577021,38923898
3358,TRANSPORTATION CIR OP DMV ADMIN BLD,"(39.148588000000075, -75.50705599999998)",3275,DMVN,0,0,"107, 301",,-75507056,39148588
3359,TRANSPORTATION CIR @ DMV,"(39.14838400000008, -75.50720399999994)",3277,DMVS,1,1,"107, 301",,-75507204,39148384
3360,DMV WILMINGTON,"(39.71539000000007, -75.56380199999995)",3964,DMVW,0,0,7,,-75563802,39715390
3361,DUPONT HWY & OP 3RD AVE,"(39.65813600000007, -75.61197799999997)",2290,DN03,0,0,25,,-75611978,39658136
3362,DUPONT HWY & OP 5TH ST,"(39.65963800000003, -75.61024499999996)",2291,DN05,0,0,"25, 47",,-75610245,39659638
3363,DUPONT HWY & 84 LUMBER,"(39.652600000000064, -75.61817199999996)",2288,DN84,0,0,25,,-75618172,39652600
3364,DUPONT HWY & OP CHAPMAN-NISSAN,"(39.70544000000007, -75.56754999999998)",1895,DNAL,0,0,"13, 14, 25",,-75567550,39705440
3365,DUPONT HWY & BOULDEN BLVD,"(39.68982900000003, -75.58142299999997)",2181,DNBO,1,1,"13, 25, 47",,-75581423,39689829
3366,DUPONT HWY & HEDDINGTON DR,"(39.63852000000003, -75.62851099999995)",2282,DNBV,1,1,25,,-75628511,39638520
3367,DUPONT HWY & CHRISTIANA PLAZA,"(39.712743000000046, -75.56094699999994)",2183,DNCH,1,1,"7, 13, 25",,-75560947,39712743
3368,DUPONT HWY & PIER 13 RESTAURANT,"(39.66215600000004, -75.60745799999995)",2292,DNGE,0,0,25,,-75607458,39662156
3369,DUPONT HWY & GRACELAWN MEM PK,"(39.70319900000004, -75.56960599999996)",1894,DNGR,0,0,"13, 14, 25",,-75569606,39703199
3370,WALNUT ST & HOWARD ST,"(39.73096600000008, -75.55400499999996)",1856,DNHO,0,0,"13, 16, 25",,-75554005,39730966
3371,DUPONT RD & LANCASTER PK,"(39.751738000000046, -75.58717999999999)",2547,DNLA,0,0,18,,-75587180,39751738
